last_payment_amnt,total_received_principal,term_ordinal,total_payment_investors,total_payment,term_since_last_pay_mth,purpose_small_business,inquiries_last_6mths,interest_rate,purpose_credit_card,funded_amount,installment,loan_amount,funded_amount_investors,interest_rate,revolving_utillization,purpose_small_business,debt_to_income_ratio,verification_status_Verified,purpose_major_purchase,repay_fail
103.51,3000.0,0,3079.94,3359.93553,37.0,0,0.0,7.51,0,3000.0,93.34,3000.0,2750.0,7.51,0.7,0,19.74,1,0,0
4025.68,12800.0,0,14810.46,14868.5392,28.0,0,1.0,10.75,0,12800.0,417.55,12800.0,12750.0,10.75,0.517,0,8.75,0,0,0
273.04,8000.0,0,8930.84,8930.83578,37.0,0,1.0,7.29,0,8000.0,248.08,8000.0,8000.0,7.29,0.595,0,10.1,1,0,0
221.19,10000.0,1,12938.34,12970.76341,60.0,0,2.0,10.75,0,10000.0,216.18,10000.0,9975.0,10.75,0.37,0,6.42,1,0,0
3676.69,7000.0,0,7508.4,7508.402271,19.0,0,0.0,5.99,0,7000.0,212.93,7000.0,7000.0,5.99,0.029,0,10.8,0,0,0
1002.96,10000.0,0,10963.84,10991.3216,24.0,0,2.0,10.25,0,10000.0,323.85,10000.0,9975.0,10.25,0.499,0,11.04,0,0,0
8017.8550000000005,10000.0,0,10333.37,10464.17604,8.0,1,2.0,9.63,0,10000.0,320.95,10000.0,9875.0,9.63,0.362,1,1.04,1,0,0
2914.29,8000.0,0,9924.39,9924.390766,26.0,0,2.0,15.96,0,8000.0,281.1,8000.0,8000.0,15.96,0.988,0,12.34,1,0,0
328.14,413.62,0,380.93,1059.22,3.0,0,0.0,15.68,0,9375.0,328.14,9600.0,3375.003689,15.68,0.258,0,14.1,0,0,1
3560.36,6000.0,0,6574.71,6602.224076,18.0,0,0.0,8.88,0,6000.0,190.47,6000.0,5975.0,8.88,0.214,0,5.0,1,0,0
4383.09,5000.0,1,5887.77,5887.770594,14.0,0,2.0,17.56,0,5000.0,125.78,5000.0,5000.0,17.56,0.583,0,3.99,1,0,0
5559.58,12000.0,0,13781.47,13781.47084,22.0,0,0.0,10.99,0,12000.0,392.83,12000.0,12000.0,10.99,0.792,0,22.97,0,0,0
291.49,7500.0,0,9403.73,9403.73257,37.0,0,3.0,15.21,0,7500.0,260.77,7500.0,7500.0,15.21,0.926,0,14.74,0,0,0
1378.75,18000.0,1,27637.16,27675.60002,46.0,0,2.0,20.3,1,18000.0,479.9,18000.0,17975.0,20.3,0.524,0,17.98,1,0,0
569.7,18000.0,0,20276.06,20276.0603,36.0,0,0.0,7.9,0,18000.0,563.23,18000.0,18000.0,7.9,0.607,0,23.13,1,0,0
8017.8550000000005,12000.0,0,3243.99,12557.34983,5.0,0,4.0,14.42,0,12000.0,412.6,12000.0,3100.0,14.42,0.89,0,15.31,1,0,0
279.12,7499.99,0,8687.73,9366.569848,37.0,0,2.0,15.05,0,7500.0,260.19,7500.0,6986.481962,15.05,0.958,0,17.51,1,0,0
201.09,8324.05,0,8573.92,10299.21,40.0,0,1.0,11.03,1,9000.0,294.78,9000.0,7497.226504,11.03,0.394,0,12.72,0,0,1
555.77,16000.0,0,16434.48,16434.48305,10.0,0,0.0,6.03,0,16000.0,486.97,16000.0,16000.0,6.03,0.063,0,1.36,1,0,0
2040.53,8000.0,0,8285.73,8750.608336,25.0,0,0.0,7.51,0,8000.0,248.89,8000.0,7575.0,7.51,0.18,0,4.4,0,0,0
524.65,14000.0,0,14730.29,14998.11095,19.0,0,0.0,6.99,0,14000.0,432.22,14000.0,13750.0,6.99,0.048,0,14.61,1,0,0
4515.29,5200.0,0,2220.45,5564.507352,7.0,0,0.0,12.92,0,5200.0,175.01,25000.0,2075.0,12.92,0.738,0,14.24,0,0,0
1022.32,24581.94,1,30777.455,32150.9887785,48.0,0,2.0,22.195,1,29812.5,821.53,29550.0,27575.0,22.195,0.823,0,12.95,1,0,1
3027.02,6000.0,1,7425.75,7433.84563,35.0,0,2.0,10.75,0,6000.0,129.71,6000.0,5994.947207,10.75,0.171,0,1.8,1,0,0
2692.13,10000.0,0,10839.32,10866.48341,29.0,0,0.0,5.79,0,10000.0,303.27,10000.0,9975.0,5.79,0.314,0,14.55,1,0,0
4671.85,10400.0,0,12568.4,12568.40463,23.0,0,1.0,14.84,0,10400.0,359.71,10400.0,10400.0,14.84,0.13,0,20.84,1,0,0
277.71,2491.39,0,3419.44,3419.44,11.0,0,3.0,7.9,0,8875.0,277.71,8875.0,8875.0,7.9,0.432,0,19.43,1,0,1
26.4,3800.77,1,9522.7,9522.7,22.0,0,5.0,20.9,0,16800.0,453.56,24000.0,16800.0,20.9,0.523,0,22.93,1,0,1
346.77,10000.0,0,11168.58,11196.56943,37.0,0,0.0,7.49,0,10000.0,311.02,10000.0,9975.0,7.49,0.436,0,23.9,0,1,0
384.7,9600.0,0,12085.19,12148.46753,36.0,0,0.0,15.99,1,9600.0,337.47,9600.0,9550.0,15.99,0.803,0,24.88,1,0,0
332.61,4040.92,1,6644.15,7032.09,21.0,0,2.0,11.86,0,15000.0,332.61,15000.0,14770.5965,11.86,0.27,0,1.78,1,1,1
268.97,8000.0,0,8957.24,8957.23864,36.0,1,1.0,7.49,0,8000.0,248.82,8000.0,8000.0,7.49,0.326,1,2.11,0,0,0
1573.21,16000.0,0,18169.6,18169.59898,34.0,0,1.0,8.49,0,16000.0,505.01,16000.0,16000.0,8.49,0.0,0,3.52,1,0,0
1923.5,6000.0,0,6752.4,7107.789154,28.0,0,3.0,12.21,0,6000.0,199.89,6000.0,5700.0,12.21,0.638,0,20.43,1,0,0
426.93,2000.0,0,2217.59,2217.588984,25.0,0,2.0,8.49,0,2000.0,63.13,2000.0,2000.0,8.49,0.582,0,13.45,0,0,0
8017.8550000000005,20000.0,0,23098.29,23127.20024,16.0,0,3.0,14.26,0,20000.0,686.12,20000.0,19975.0,14.26,0.764,0,8.02,1,0,0
8017.8550000000005,19750.0,0,22249.35,22249.35346,13.0,0,0.0,13.61,0,19750.0,671.28,19750.0,19750.0,13.61,0.844,0,21.16,1,0,0
1276.61,5000.0,0,5803.4,5832.559053,30.0,0,1.0,10.75,1,5000.0,163.11,5000.0,4975.0,10.75,0.79,0,9.86,1,0,0
159.17,6700.0,1,9266.33,9301.040007,61.0,0,3.0,13.43,0,6700.0,153.93,6700.0,6675.0,13.43,0.161,0,16.07,1,0,0
201.87,6000.0,0,6263.33,7024.544933,37.0,0,1.0,10.39,1,6000.0,194.71,6000.0,5363.38,10.39,0.654,0,13.88,0,0,0
245.93,6200.0,0,6918.45,6918.452476,12.0,0,3.0,15.23,0,6200.0,215.63,6200.0,6200.0,15.23,0.445,0,18.62,1,1,0
149.99,3400.63,1,6471.57,6471.57,41.0,0,2.0,17.27,0,6000.0,149.99,6000.0,6000.0,17.27,0.684,0,10.28,0,0,1
402.71,12000.0,0,13697.16,13725.75332,37.0,0,0.0,8.94,0,12000.0,381.26,12000.0,11975.0,8.94,0.202,0,12.58,0,0,0
338.77,9599.98,0,11819.33,11935.80959,37.0,0,2.0,14.74,0,9600.0,331.56,9600.0,9504.039728,14.74,0.931,0,20.88,0,0,0
5537.1,5500.0,0,5435.97,5536.63,1.0,0,1.0,7.88,0,5500.0,172.05,5500.0,5400.0,7.88,0.436,0,14.88,0,0,0
4740.91,18599.99,1,23872.52,24322.61934,49.0,0,1.0,11.49,0,18600.0,408.97,24000.0,18318.76614,11.49,0.236,0,1.37,1,0,0
194.65,1638.78,0,4414.59,4414.59,11.0,0,1.0,10.37,1,6000.0,194.65,6000.0,6000.0,10.37,0.343,0,23.8,0,0,1
446.97,20000.0,1,26441.65,26832.95139,61.0,1,2.0,12.23,0,20000.0,447.22,20000.0,19761.86879,12.23,0.66,1,6.46,1,0,0
333.34,10000.0,0,11358.75,11679.9444,36.0,0,0.0,10.37,0,10000.0,324.42,10000.0,9725.0,10.37,0.527,0,10.05,1,0,0
8017.8550000000005,20000.0,1,26368.13,26937.60394,28.0,0,1.0,18.39,0,20000.0,512.13,20000.0,19711.1365,18.39,0.532,0,12.0,1,0,0
527.21,15000.0,0,18526.76,18526.76,37.0,1,0.0,14.27,0,15000.0,514.64,15000.0,15000.0,14.27,0.746,1,11.58,1,0,0
91.04,2800.0,0,3153.22,3153.224776,36.0,0,1.0,7.88,0,2800.0,87.59,2800.0,2800.0,7.88,0.205,0,1.44,0,1,0
353.01,5809.4,0,8711.61,8711.61,24.0,0,2.0,16.29,0,10000.0,353.01,10000.0,10000.0,16.29,0.608,0,12.84,0,0,1
5940.97,12575.0,1,13153.88,13657.60686,18.0,0,1.0,6.91,0,12575.0,248.47,20000.0,12189.32088,6.91,0.263,0,4.44,1,0,0
1106.98,2000.0,0,2140.06,2140.061337,19.0,0,0.0,5.99,0,2000.0,60.84,2000.0,2000.0,5.99,0.259,0,6.0,1,0,0
521.21,16000.0,0,4638.42,18521.03491,36.0,0,1.0,9.76,0,16000.0,514.48,16000.0,4213.27,9.76,0.273,0,1.61,0,0,0
68.51,1975.0,0,1775.43,2422.759038,36.0,0,2.0,13.79,0,1975.0,67.3,3500.0,1498.57,13.79,0.55,0,13.42,0,0,0
220.04,9000.0,0,2737.85,11200.27967,37.0,1,3.0,13.47,0,9000.0,305.31,9000.0,2200.0,13.47,0.877,1,9.83,0,0,0
552.55,15000.0,0,18094.32,18094.3194,36.0,0,0.0,12.61,0,15000.0,502.6,15000.0,15000.0,12.61,0.631,0,19.66,0,0,0
112.68,3000.0,0,3408.79,3408.787396,36.0,0,0.0,8.49,0,3000.0,94.69,3000.0,3000.0,8.49,0.127,0,8.04,0,0,0
605.45,13679.08,1,24411.44,24411.44,33.0,0,0.0,21.28,1,22250.0,605.45,22250.0,22250.0,21.28,0.924,0,21.9,1,0,1
36.61,1000.0,0,1119.62,1119.62314,37.0,0,0.0,7.49,0,1000.0,31.11,1000.0,1000.0,7.49,0.874,0,10.92,0,0,0
171.56,4975.0,0,5431.63,5431.626059,36.0,0,1.0,5.79,0,4975.0,150.88,4975.0,4975.0,5.79,0.427,0,10.4,0,0,0
474.86,14722.89,1,23712.71,23742.3,49.0,0,2.0,14.91,0,20000.0,474.86,20000.0,19975.0,14.91,0.52,0,19.83,1,0,1
1112.76,6000.0,0,6738.6,6738.603702,32.0,0,2.0,7.88,0,6000.0,187.69,6000.0,6000.0,7.88,0.187,0,3.41,1,0,0
1763.08,6325.0,0,7121.14,7177.878643,29.0,0,1.0,8.9,1,6325.0,200.84,6325.0,6275.0,8.9,0.706,0,22.94,1,0,0
6181.99,13500.0,0,15273.28,15301.61306,22.0,0,2.0,9.91,0,13500.0,435.04,13500.0,13475.0,9.91,0.623,0,20.34,1,0,0
988.81,7200.0,0,8940.52,8940.519144,33.0,0,2.0,14.79,0,7200.0,248.86,7200.0,7200.0,14.79,0.988,0,24.43,1,0,0
8017.8550000000005,25000.0,0,30777.455,31630.07465,26.0,0,0.0,17.49,0,25000.0,821.53,25000.0,25000.0,17.49,0.557,0,17.13,1,0,0
370.06,10000.0,0,12201.24,12212.99561,36.0,0,2.0,13.48,0,10000.0,339.25,10000.0,9991.532157,13.48,0.203,0,4.86,0,0,0
1741.3,7775.0,0,8912.48,9270.172583,30.0,0,3.0,12.21,0,7775.0,259.03,7775.0,7475.0,12.21,0.387,0,14.86,0,0,0
1237.85,5000.0,0,5978.49,5978.488994,27.0,0,1.0,14.22,0,5000.0,171.43,5000.0,5000.0,14.22,0.661,0,16.04,0,0,0
1957.55,9000.0,0,9485.92,9485.916578,14.0,0,0.0,5.79,0,9000.0,272.95,9000.0,9000.0,5.79,0.006,0,1.91,1,0,0
3223.65,3750.0,1,4097.82,4097.815181,12.0,0,0.0,10.0,0,3750.0,79.68,3750.0,3750.0,10.0,0.267,0,26.55,0,0,0
19.94,10000.0,0,3058.47,11121.68928,23.0,0,1.0,8.38,0,10000.0,315.12,10000.0,2750.0,8.38,0.19,0,4.2,0,0,0
43.89,14525.0,1,16727.96,17184.9227,16.0,0,0.0,15.95,0,14525.0,352.84,18000.0,14289.98054,15.95,0.65,0,21.23,1,0,0
1502.55,16000.0,0,19740.59,19740.59129,32.0,0,1.0,14.54,0,16000.0,551.05,16000.0,16000.0,14.54,0.807,0,18.64,1,0,0
519.34,14999.95,0,18225.93,18318.12899,37.0,0,1.0,13.47,0,15000.0,508.84,15000.0,14925.21018,13.47,0.303,0,14.06,1,0,0
5673.27,6000.0,0,6294.42,6294.422948,4.0,0,1.0,15.23,0,6000.0,208.67,6000.0,6000.0,15.23,0.658,0,18.55,1,0,0
5624.6,12000.0,0,13497.44,14040.76853,22.0,0,2.0,12.53,0,12000.0,401.6,12000.0,11548.20585,12.53,0.464,0,8.29,1,0,0
8017.8550000000005,8400.0,0,8744.54,8744.543459,4.0,0,1.0,16.77,0,8400.0,298.53,8400.0,8400.0,16.77,0.551,0,21.39,1,0,0
70.21,2000.0,0,2373.88,2373.879496,37.0,0,0.0,11.49,0,2000.0,65.95,2000.0,2000.0,11.49,0.0,0,11.42,1,1,0
224.85,3400.0,0,3887.99,3887.991712,36.0,0,5.0,8.94,1,3400.0,108.03,3400.0,3400.0,8.94,0.173,0,20.24,0,0,0
651.43,17600.0,0,9976.96,22672.75068,36.0,0,0.0,17.26,0,17600.0,629.81,17600.0,7930.73205,17.26,0.886,0,11.65,1,0,0
38.07,1000.0,0,1119.62,1119.62314,37.0,0,0.0,7.49,0,1000.0,31.11,1000.0,1000.0,7.49,0.141,0,5.23,0,0,0
79.89,2400.0,0,2802.6,2802.601836,36.0,0,0.0,10.36,0,2400.0,77.85,2400.0,2400.0,10.36,0.872,0,9.47,1,0,0
685.33,10000.0,1,13780.51,13780.51,58.0,0,4.0,13.43,0,10000.0,229.74,10000.0,10000.0,13.43,0.177,0,11.97,1,1,0
228.34,7000.0,0,7840.03,7840.031964,37.0,0,0.0,7.51,0,7000.0,217.78,7000.0,7000.0,7.51,0.404,0,21.71,1,0,0
155.65,4250.0,0,0.0,5597.518593,36.0,0,3.0,18.86,1,4250.0,155.49,4250.0,0.0,18.86,0.992,0,27.6,0,0,0
271.65,3800.0,0,4697.55,4697.546807,36.0,0,0.0,14.35,0,3800.0,130.53,3800.0,3800.0,14.35,0.906,0,22.5,0,0,0
5.73,5575.0,0,2506.03,6498.180074,23.0,1,1.0,12.21,0,5575.0,185.74,24500.0,2150.0,12.21,0.0,1,9.59,1,0,0
2683.15,9800.0,0,10686.29,10852.39453,29.0,0,3.0,7.14,0,9800.0,303.23,9800.0,9650.0,7.14,0.018,0,13.81,1,0,0
371.96,10000.0,0,10689.07,11898.72412,37.0,0,0.0,11.66,1,10000.0,330.53,10000.0,9003.43,11.66,0.811,0,8.13,0,0,0
199.72,6350.0,0,7026.88,7049.208262,37.0,0,1.0,6.91,0,6350.0,195.81,10200.0,6330.952159,6.91,0.378,0,7.9,0,0,0
69.22,8000.0,0,9864.97,10156.60313,38.0,0,3.0,13.92,0,8000.0,273.1,8000.0,7731.843279,13.92,0.754,0,8.93,0,0,0
419.44,12000.0,0,13496.5,13725.24981,36.0,0,0.0,8.94,1,12000.0,381.26,12000.0,11800.0,8.94,0.218,0,15.52,0,0,0
2163.84,4400.0,0,5034.87,5034.872774,21.0,0,0.0,10.99,0,4400.0,144.03,4400.0,4400.0,10.99,0.363,0,13.65,0,0,0
1407.53,5500.0,0,6436.59,6436.588875,29.0,0,2.0,10.99,0,5500.0,180.05,5500.0,5500.0,10.99,0.225,0,19.6,0,0,0
572.08,6000.0,0,6854.49,6854.492946,34.0,0,3.0,8.9,0,6000.0,190.52,6000.0,6000.0,8.9,0.686,0,19.02,0,0,0
245.57,7500.0,0,8316.33,8344.138855,36.0,0,0.0,7.05,0,7500.0,231.75,7500.0,7475.0,7.05,0.319,0,0.85,0,0,0
420.81,3150.0,0,3706.92,3706.919962,33.0,0,0.0,10.99,0,3150.0,103.12,3150.0,3150.0,10.99,0.764,0,19.76,1,0,0
984.59,3653.81,0,3907.08,5890.82,11.0,0,0.0,14.26,0,14000.0,480.29,14000.0,9263.044633,14.26,0.868,0,20.04,0,0,1
6023.43,16000.0,1,20450.02,21379.84955,44.0,1,0.0,13.23,0,16000.0,365.94,16000.0,15483.77738,13.23,0.651,1,17.56,1,0,0
273.62,7500.0,0,8691.67,8838.991041,37.0,0,1.0,10.99,0,7500.0,245.52,7500.0,7375.0,10.99,0.736,0,6.83,0,0,0
203.62,6000.0,0,6698.36,6698.356742,37.0,0,0.0,7.29,0,6000.0,186.06,6000.0,6000.0,7.29,0.423,0,6.55,1,0,0
536.12,23325.0,1,30777.455,32150.9887785,61.0,0,0.0,13.49,0,23325.0,536.59,23325.0,23300.0,13.49,0.513,0,25.04,1,0,0
3011.54,6000.0,0,6292.94,6454.30023,15.0,0,1.0,8.0,0,6000.0,188.02,6000.0,5850.0,8.0,0.127,0,6.44,0,0,0
8017.8550000000005,16425.0,0,18174.83,18174.82881,11.0,0,1.0,14.27,0,16425.0,563.53,16425.0,16425.0,14.27,0.834,0,22.71,1,0,0
807.05,8500.0,0,10512.98,10512.98481,29.0,0,0.0,15.21,1,8500.0,295.54,8500.0,8500.0,15.21,0.691,0,23.52,1,0,0
85.57,3500.0,1,4578.45,4578.448901,60.0,0,2.0,11.12,0,3500.0,76.31,3500.0,3500.0,11.12,0.813,0,18.92,0,0,0
889.67,1875.0,0,2044.9,2044.901151,21.0,0,0.0,6.99,0,1875.0,57.89,1875.0,1875.0,6.99,0.291,0,23.91,1,0,0
344.0,9600.0,0,11768.03,11798.75788,37.0,0,2.0,13.92,0,9600.0,327.72,9600.0,9575.0,13.92,0.466,0,13.75,0,0,0
2905.21,8000.0,0,8859.84,8859.838404,26.0,0,1.0,7.51,0,8000.0,248.89,8000.0,8000.0,7.51,0.338,0,8.86,0,0,0
5010.89,6000.0,0,0.0,6366.298383,8.0,0,0.0,10.01,0,6000.0,193.64,6000.0,0.0,10.01,0.549,0,11.22,0,0,0
8017.8550000000005,13150.0,0,8579.09,13842.22578,5.0,0,2.0,13.24,0,13150.0,444.6,13150.0,8150.0,13.24,0.388,0,20.66,0,0,0
664.44,26008.03,1,30777.455,32150.9887785,60.0,1,0.0,14.91,0,28000.0,664.8,28000.0,27575.0,14.91,0.285,1,2.55,1,0,0
587.36,15174.99,0,19928.19,20060.38179,36.0,1,0.0,19.13,0,15175.0,557.24,15175.0,15075.0,19.13,0.982,1,2.38,0,0,0
3467.12,3500.0,0,3588.2,3588.2,2.0,0,0.0,15.28,0,3500.0,121.81,3500.0,3500.0,15.28,0.968,0,24.49,1,0,0
1233.53,9000.0,0,8202.34,9344.405378,12.0,0,1.0,7.88,1,9000.0,281.53,9000.0,7900.0,7.88,0.037,0,9.18,0,0,0
6067.07,10000.0,0,10848.02,11388.9925,17.0,0,1.0,12.18,0,10000.0,333.0,10000.0,9525.0,12.18,0.464,0,24.7,1,0,0
250.58,7500.0,0,8432.53,8460.730394,36.0,0,1.0,8.0,0,7500.0,235.03,7500.0,7475.0,8.0,0.065,0,0.92,1,1,0
1607.94,5300.0,0,5860.63,5860.627336,28.0,0,0.0,7.14,1,5300.0,163.99,5300.0,5300.0,7.14,0.131,0,12.17,1,0,0
7293.82,15000.0,0,16961.15,16961.14836,21.0,0,2.0,9.99,0,15000.0,483.94,15000.0,15000.0,9.99,0.53,0,21.64,1,0,0
5480.55,18200.0,1,25996.0,26617.60002,48.0,0,2.0,16.82,0,18200.0,450.56,22750.0,17860.05804,16.82,0.564,0,19.81,1,0,0
232.68,818.4,1,4316.9,4316.9,18.0,0,5.0,20.4,0,7750.0,207.06,7750.0,7750.0,20.4,0.914,0,21.72,0,0,1
8017.8550000000005,20000.0,0,20027.15,20178.5,1.0,0,0.0,10.62,0,20000.0,651.2,20000.0,19850.0,10.62,0.156,0,1.53,1,0,0
87.09,3000.0,1,4673.18,4673.179999,61.0,0,0.0,19.04,0,3000.0,77.89,3000.0,3000.0,19.04,0.957,0,11.75,1,0,0
5666.44,9600.0,0,10421.11,10530.81026,13.0,0,1.0,10.95,0,9600.0,314.06,9600.0,9500.0,10.95,0.189,0,15.21,0,0,0
3420.33,8000.0,0,9175.3,9468.408016,23.0,0,1.0,13.85,0,8000.0,272.84,8000.0,7781.587561,13.85,0.878,0,15.73,0,0,0
31.24,13865.44,1,22853.55,23300.2,39.0,0,1.0,13.23,1,25000.0,571.78,25000.0,24727.22994,13.23,0.409,0,11.31,1,0,1
1075.97,6000.0,1,8828.43,8828.430005,53.0,0,0.0,16.77,0,6000.0,148.38,6000.0,6000.0,16.77,0.547,0,16.06,0,0,0
3205.64,4800.0,0,5115.51,5115.50841,14.0,0,0.0,6.76,0,4800.0,147.7,4800.0,4800.0,6.76,0.271,0,13.4,0,0,0
403.6,4767.04,0,6399.84,6453.6,16.0,0,1.0,12.87,0,12000.0,403.6,12000.0,9188.63,12.87,0.857,0,21.68,0,0,1
307.79,8900.0,0,10280.31,10338.39502,37.0,0,0.0,10.0,0,8900.0,287.18,8900.0,8850.0,10.0,0.255,0,2.28,0,0,0
175.91,1466.05,1,2454.28,2461.91,15.0,0,2.0,11.49,0,8000.0,175.91,8000.0,7975.0,11.49,0.587,0,16.41,1,0,1
228.82,6400.0,0,8133.13,8133.129999,36.0,0,2.0,16.29,0,6400.0,225.93,6400.0,6400.0,16.29,0.587,0,22.63,0,0,0
64.6,3000.0,1,3912.59,3912.588585,60.0,0,1.0,10.99,0,3000.0,65.22,3000.0,3000.0,10.99,0.192,0,2.83,0,0,0
8017.8550000000005,26008.03,0,30777.455,31650.12902,19.0,0,0.0,7.51,0,29000.0,821.53,29000.0,27575.0,7.51,0.408,0,5.03,1,0,0
865.02,23236.85,1,30777.455,32150.9887785,65.5,0,1.0,13.61,1,25000.0,576.67,25000.0,24975.0,13.61,0.839,0,19.28,1,0,1
359.67,10000.0,0,12074.97,12074.96839,36.0,1,1.0,12.68,0,10000.0,335.41,10000.0,10000.0,12.68,0.395,1,9.48,1,0,0
1943.01,8000.0,0,8796.88,8852.207687,30.0,0,0.0,6.99,0,8000.0,246.99,8000.0,7950.0,6.99,0.043,0,5.27,0,0,0
2656.38,6000.0,1,8135.17,8135.171585,40.0,0,0.0,14.46,0,6000.0,141.05,6000.0,6000.0,14.46,0.902,0,24.91,0,0,0
38.61,1200.0,0,1326.38,1326.376949,37.0,0,0.0,6.62,0,1200.0,36.85,1200.0,1200.0,6.62,0.521,0,7.51,0,0,0
191.72,6000.0,0,3138.44,6831.667201,36.0,0,0.0,8.63,0,6000.0,189.77,6000.0,2817.43,8.63,0.12,0,4.55,0,0,0
370.92,10000.0,0,12810.47,12842.57238,37.0,0,0.0,17.04,1,10000.0,356.75,10000.0,9975.0,17.04,0.973,0,10.67,1,0,0
296.02,4000.0,0,5006.23,5006.230664,36.0,0,1.0,15.23,0,4000.0,139.12,4000.0,4000.0,15.23,0.917,0,10.73,1,0,0
7468.86,10000.0,0,11218.85,11218.84944,13.0,0,1.0,13.99,0,10000.0,341.73,10000.0,10000.0,13.99,0.83,0,18.2,0,0,0
399.61,10750.0,0,13128.99,13128.98576,36.0,0,1.0,13.48,1,10750.0,364.69,10750.0,10750.0,13.48,0.944,0,10.39,0,0,0
6655.86,7750.0,1,9092.74,9122.166561,14.0,0,1.0,16.4,1,7750.0,190.12,7750.0,7725.0,16.4,0.701,0,21.6,0,0,0
829.16,24250.0,0,29301.25,29361.78772,36.0,0,1.0,12.87,0,24250.0,815.61,24250.0,24200.0,12.87,0.636,0,8.13,1,0,0
2361.57,4700.0,0,5463.04,5581.79843,22.0,0,0.0,13.92,0,4700.0,160.45,4700.0,4600.0,13.92,0.822,0,21.6,1,0,0
14.34,15000.0,0,17032.09,17032.08509,15.0,0,1.0,13.72,0,15000.0,510.63,15000.0,15000.0,13.72,0.442,0,16.77,0,0,0
5340.64,8000.0,0,9154.79,9154.794251,15.0,0,0.0,13.85,0,8000.0,272.84,8000.0,8000.0,13.85,0.552,0,6.75,0,0,0
1459.71,2400.0,0,2740.49,2740.494721,18.0,0,0.0,12.42,0,2400.0,80.2,2400.0,2400.0,12.42,0.97,0,9.82,0,0,0
8017.8550000000005,20000.0,1,25326.7,25326.69826,23.0,0,2.0,16.02,0,20000.0,486.58,20000.0,20000.0,16.02,0.935,0,17.17,1,0,0
55.61,171.68,0,293.3,293.3,4.0,0,1.0,8.94,0,1750.0,55.61,1750.0,1750.0,8.94,0.542,0,21.25,0,0,1
1447.71,4800.0,0,5297.21,5297.209846,27.0,0,0.0,6.99,0,4800.0,148.19,4800.0,4800.0,6.99,0.374,0,18.96,0,1,0
4909.09,9450.0,0,10771.39,10771.39486,21.0,0,0.0,10.99,0,9450.0,309.34,9450.0,9450.0,10.99,0.487,0,23.69,0,0,0
25.92,5148.87,0,7193.99,7193.99,26.0,0,1.0,15.21,0,8400.0,292.06,8400.0,8400.0,15.21,0.656,0,19.86,1,0,1
100.0,196.63,0,135.39,1153.07,7.0,0,2.0,12.21,0,8500.0,283.18,8500.0,1000.002938,12.21,0.047,0,18.48,1,0,1
346.76,10000.0,0,11806.81,11806.81266,37.0,0,0.0,11.12,0,10000.0,327.96,10000.0,10000.0,11.12,0.183,0,2.85,1,0,0
153.53,5000.0,0,5478.39,5478.387981,37.0,0,1.0,6.03,0,5000.0,152.18,5000.0,5000.0,6.03,0.265,0,16.76,0,0,0
320.23,12000.0,1,17534.07,17681.41998,60.0,0,0.0,16.45,0,12000.0,294.7,12000.0,11900.0,16.45,0.56,0,19.29,1,0,0
8017.8550000000005,24875.0,1,30777.455,32150.9887785,46.0,0,0.0,19.04,1,24875.0,645.82,25000.0,24725.0,19.04,0.957,0,22.47,1,0,0
99.5,1821.23,0,2199.25,2356.92,22.0,0,0.0,11.89,0,3000.0,99.5,3000.0,2800.0,11.89,0.26,0,19.06,0,0,1
980.98,1000.0,0,910.66,1011.84,2.0,0,1.0,7.14,0,1000.0,30.94,1000.0,900.0,7.14,0.078,0,16.99,0,1,0
89.13,2500.0,0,3042.66,3042.656089,37.0,0,0.0,13.23,0,2500.0,84.52,2500.0,2500.0,13.23,0.954,0,16.53,1,0,0
12.17,1000.0,0,1084.82,1084.818706,28.0,1,0.0,7.49,0,1000.0,31.11,1000.0,1000.0,7.49,0.309,1,12.11,0,0,0
221.87,6999.99,0,199.39,7970.185106,36.0,0,0.0,8.63,0,7000.0,221.4,7000.0,193.76,8.63,0.078,0,12.23,0,0,0
4722.3,5000.0,0,5213.17,5239.37052,5.0,0,1.0,14.84,0,5000.0,172.94,5000.0,4975.0,14.84,0.854,0,4.11,0,0,0
3419.91,6300.0,0,7072.21,7072.207189,20.0,0,0.0,10.0,0,6300.0,203.29,6300.0,6300.0,10.0,0.65,0,16.33,1,0,0
513.17,15000.0,0,9725.72,18235.75753,36.0,0,2.0,13.16,0,15000.0,506.56,15000.0,8576.9141,13.16,0.457,0,0.94,1,0,0
768.1,1734.97,1,5303.68,5303.68,12.0,1,1.0,21.67,0,14000.0,384.05,14000.0,14000.0,21.67,0.843,1,11.57,1,0,1
5220.46,10000.0,1,14466.38,14466.38412,38.0,0,1.0,18.62,0,10000.0,257.32,10000.0,10000.0,18.62,0.969,0,11.31,1,0,0
587.29,26000.0,1,30777.455,32150.9887785,61.0,1,0.0,12.68,0,26000.0,587.33,26000.0,25746.18516,12.68,0.366,1,4.93,1,0,0
459.17,14000.0,0,15710.36,15766.67145,37.0,0,0.0,7.88,0,14000.0,437.94,14000.0,13950.0,7.88,0.846,0,13.33,1,0,0
8017.8550000000005,16000.0,0,17126.57,17126.57078,19.0,0,2.0,6.03,0,16000.0,486.97,16000.0,16000.0,6.03,0.303,0,12.45,1,1,0
36.78,113.67,1,2492.91,2492.91,7.0,0,5.0,18.91,0,5600.0,144.99,5600.0,5600.0,18.91,0.992,0,19.91,0,0,1
